Week Ending,LineOfBusiness,Type,Prod,Sub Prod,Balance,Accounts,HIER1_CORP_ID,Group,Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,FutureNest Retirement Plan,,164091045,8433,GEOGRAPHY,Coastal Prime Group,Coastal Horizon Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,FutureNest Retirement Plan,,123443866,6653,GEOGRAPHY,Coastal Prime Group,Gulfstream Territory
03-Jul-22,Metro Retail Banking,Consumer Financial Services,FutureNest Retirement Plan,,211101861,12133,GEOGRAPHY,Coastal Prime Group,Bayfront Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,FutureNest Retirement Plan,,328217047,21380,GEOGRAPHY,Atlantic Growth Collective,Piedmont Central Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,FutureNest Retirement Plan,,101896034,14497,GEOGRAPHY,Atlantic Growth Collective,Commonwealth Central Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,FutureNest Retirement Plan,,494000072,48523,GEOGRAPHY,Atlantic Growth Collective,Harborview Territory
03-Jul-22,Metro Retail Banking,Consumer Financial Services,FutureNest Retirement Plan,,88230374,12984,GEOGRAPHY,Atlantic Growth Collective,Seaside Gateway Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,FutureNest Retirement Plan,,313488243,19360,GEOGRAPHY,Atlantic Growth Collective,Palmetto Metro Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,FutureNest Retirement Plan,,206942887,18758,GEOGRAPHY,Atlantic Growth Collective,Blue Ridge Territory
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Premium Yield Account,,2114949102,53820,GEOGRAPHY,Horizon Core Group,Metro Capital Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Premium Yield Account,,690192315,18193,GEOGRAPHY,Horizon Core Group,Highland Valley Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Premium Yield Account,,542816917,15569,GEOGRAPHY,Horizon Core Group,Southern Crest Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Premium Yield Account,,200500574,5261,GEOGRAPHY,Horizon Core Group,Riverbend Territory
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Premium Yield Account,,820806575,22278,GEOGRAPHY,Horizon Core Group,Harmony Plains Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Premium Yield Account,,5972342,468,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Premium Yield Account,,2537666635,59510,GEOGRAPHY,Coastal Prime Group,Lakeside Central Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Premium Yield Account,,705208293,15690,GEOGRAPHY,Coastal Prime Group,Northshore Territory
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Premium Yield Account,,2180434988,38404,GEOGRAPHY,Coastal Prime Group,Coastal Horizon Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Premium Yield Account,,1069113821,23913,GEOGRAPHY,Coastal Prime Group,Gulfstream Territory
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Premium Yield Account,,1698975100,39333,GEOGRAPHY,Coastal Prime Group,Bayfront Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Premium Yield Account,,978848288,25838,GEOGRAPHY,Atlantic Growth Collective,Piedmont Central Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Premium Yield Account,,588808163,16900,GEOGRAPHY,Atlantic Growth Collective,Commonwealth Central Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Premium Yield Account,,3314377238,84936,GEOGRAPHY,Atlantic Growth Collective,Harborview Territory
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Premium Yield Account,,547490368,16899,GEOGRAPHY,Atlantic Growth Collective,Seaside Gateway Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Premium Yield Account,,891544796,21833,GEOGRAPHY,Atlantic Growth Collective,Palmetto Metro Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Premium Yield Account,,573301906,15954,GEOGRAPHY,Atlantic Growth Collective,Blue Ridge Territory
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Advantage Interest Account,,1320919768,167554,GEOGRAPHY,Horizon Core Group,Metro Capital Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Advantage Interest Account,,462205190,60365,GEOGRAPHY,Horizon Core Group,Highland Valley Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Advantage Interest Account,,447529291,64382,GEOGRAPHY,Horizon Core Group,Southern Crest Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Advantage Interest Account,,195638476,22669,GEOGRAPHY,Horizon Core Group,Riverbend Territory
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Advantage Interest Account,,572538253,61878,GEOGRAPHY,Horizon Core Group,Harmony Plains Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Advantage Interest Account,,3241417,2641,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Advantage Interest Account,,1186424458,146649,GEOGRAPHY,Coastal Prime Group,Lakeside Central Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Advantage Interest Account,,396488091,47234,GEOGRAPHY,Coastal Prime Group,Northshore Territory
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Advantage Interest Account,,1002204757,72734,GEOGRAPHY,Coastal Prime Group,Coastal Horizon Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Advantage Interest Account,,554860745,58638,GEOGRAPHY,Coastal Prime Group,Gulfstream Territory
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Advantage Interest Account,,710792257,84011,GEOGRAPHY,Coastal Prime Group,Bayfront Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Advantage Interest Account,,586476592,82059,GEOGRAPHY,Atlantic Growth Collective,Piedmont Central Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Advantage Interest Account,,316198912,35360,GEOGRAPHY,Atlantic Growth Collective,Commonwealth Central Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Advantage Interest Account,,1815128437,155724,GEOGRAPHY,Atlantic Growth Collective,Harborview Territory
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Advantage Interest Account,,303617480,36316,GEOGRAPHY,Atlantic Growth Collective,Seaside Gateway Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Advantage Interest Account,,452860277,71209,GEOGRAPHY,Atlantic Growth Collective,Palmetto Metro Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Advantage Interest Account,,444415026,49687,GEOGRAPHY,Atlantic Growth Collective,Blue Ridge Territory
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Smart Savings Plan,,352254834,184271,GEOGRAPHY,Horizon Core Group,Metro Capital Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Smart Savings Plan,,156338241,60497,GEOGRAPHY,Horizon Core Group,Highland Valley Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Smart Savings Plan,,129696199,66832,GEOGRAPHY,Horizon Core Group,Southern Crest Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Smart Savings Plan,,66551538,27774,GEOGRAPHY,Horizon Core Group,Riverbend Territory
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Smart Savings Plan,,158241062,65644,GEOGRAPHY,Horizon Core Group,Harmony Plains Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Smart Savings Plan,,14048179,24588,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Smart Savings Plan,,407009464,144886,GEOGRAPHY,Coastal Prime Group,Lakeside Central Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Smart Savings Plan,,124988152,55143,GEOGRAPHY,Coastal Prime Group,Northshore Territory
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Smart Savings Plan,,221152860,68354,GEOGRAPHY,Coastal Prime Group,Coastal Horizon Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Smart Savings Plan,,128606794,42188,GEOGRAPHY,Coastal Prime Group,Gulfstream Territory
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Smart Savings Plan,,228718556,80053,GEOGRAPHY,Coastal Prime Group,Bayfront Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Smart Savings Plan,,209519409,91924,GEOGRAPHY,Atlantic Growth Collective,Piedmont Central Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Smart Savings Plan,,109252087,46908,GEOGRAPHY,Atlantic Growth Collective,Commonwealth Central Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Smart Savings Plan,,595734053,195289,GEOGRAPHY,Atlantic Growth Collective,Harborview Territory
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Smart Savings Plan,,71648878,43300,GEOGRAPHY,Atlantic Growth Collective,Seaside Gateway Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Smart Savings Plan,,159122186,71642,GEOGRAPHY,Atlantic Growth Collective,Palmetto Metro Region
03-Jul-22,Metro Retail Banking,Consumer Financial Services,Smart Savings Plan,,115862665,47979,GEOGRAPHY,Atlantic Growth Collective,Blue Ridge Territory
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Flexi Business Vault,,370979177,939,GEOGRAPHY,Horizon Core Group,Coreland Mid Market Region
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Flexi Business Vault,,2012811034,6134,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Flexi Business Vault,,337318585,1088,GEOGRAPHY,Coastal Prime Group,SunCoast Mid Market Region
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Flexi Business Vault,,238920733,709,GEOGRAPHY,Atlantic Growth Collective,Atlantic Ridge Mid Market
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Secure Growth Certificate,,9028648,23,GEOGRAPHY,Horizon Core Group,Coreland Mid Market Region
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Secure Growth Certificate,,48947848,78,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Secure Growth Certificate,,128565713,33,GEOGRAPHY,Coastal Prime Group,SunCoast Mid Market Region
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Secure Growth Certificate,,3427227,10,GEOGRAPHY,Atlantic Growth Collective,Atlantic Ridge Mid Market
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Everyday Access Account,,3812310,89,GEOGRAPHY,Horizon Core Group,Coreland Mid Market Region
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Everyday Access Account,,13072578,186,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Everyday Access Account,,2887961,102,GEOGRAPHY,Coastal Prime Group,SunCoast Mid Market Region
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Everyday Access Account,,5611929,112,GEOGRAPHY,Atlantic Growth Collective,Atlantic Ridge Mid Market
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Premium Yield Account,,67999644,55,GEOGRAPHY,Horizon Core Group,Coreland Mid Market Region
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Premium Yield Account,,3218952252,169,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Premium Yield Account,,46732344,94,GEOGRAPHY,Coastal Prime Group,SunCoast Mid Market Region
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Premium Yield Account,,73443551,22,GEOGRAPHY,Atlantic Growth Collective,Atlantic Ridge Mid Market
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Advantage Interest Account,,2103546,17,GEOGRAPHY,Horizon Core Group,Coreland Mid Market Region
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Advantage Interest Account,,208200200,46,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Advantage Interest Account,,4700482,17,GEOGRAPHY,Coastal Prime Group,SunCoast Mid Market Region
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Advantage Interest Account,,41911,2,GEOGRAPHY,Atlantic Growth Collective,Atlantic Ridge Mid Market
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Smart Savings Plan,,54718,3,GEOGRAPHY,Horizon Core Group,Coreland Mid Market Region
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Smart Savings Plan,,818171,33,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
10-Jul-22,Apex Corporate Division,Enterprise Growth Unit,Smart Savings Plan,,699506,1,GEOGRAPHY,Atlantic Growth Collective,Atlantic Ridge Mid Market
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Secure Growth Certificate,,514252,1,GEOGRAPHY,Horizon Core Group,Coreland Mid Market Region
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Secure Growth Certificate,,999050,4,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Secure Growth Certificate,,529483,1,GEOGRAPHY,Atlantic Growth Collective,Atlantic Ridge Mid Market
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Everyday Access Account,,802630,19,GEOGRAPHY,Horizon Core Group,Coreland Mid Market Region
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Everyday Access Account,,212306,31,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Everyday Access Account,,401586,14,GEOGRAPHY,Coastal Prime Group,SunCoast Mid Market Region
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Everyday Access Account,,2235073,24,GEOGRAPHY,Atlantic Growth Collective,Atlantic Ridge Mid Market
10-Jul-22,Apex Corporate Division,Consumer Financial Services,FutureNest Retirement Plan,,87750,1,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
10-Jul-22,Apex Corporate Division,Consumer Financial Services,FutureNest Retirement Plan,,3448,1,GEOGRAPHY,Coastal Prime Group,SunCoast Mid Market Region
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Premium Yield Account,,49802,4,GEOGRAPHY,Horizon Core Group,Coreland Mid Market Region
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Premium Yield Account,,55816,6,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Premium Yield Account,,1451922,4,GEOGRAPHY,Coastal Prime Group,SunCoast Mid Market Region
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Premium Yield Account,,53014,4,GEOGRAPHY,Atlantic Growth Collective,Atlantic Ridge Mid Market
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Advantage Interest Account,,3388043,30,GEOGRAPHY,Horizon Core Group,Coreland Mid Market Region
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Advantage Interest Account,,391441,17,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Advantage Interest Account,,1030609,13,GEOGRAPHY,Coastal Prime Group,SunCoast Mid Market Region
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Advantage Interest Account,,1271766,14,GEOGRAPHY,Atlantic Growth Collective,Atlantic Ridge Mid Market
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Smart Savings Plan,,871,2,GEOGRAPHY,Horizon Core Group,Coreland Mid Market Region
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Smart Savings Plan,,937456,129,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Smart Savings Plan,,95355,6,GEOGRAPHY,Coastal Prime Group,SunCoast Mid Market Region
10-Jul-22,Apex Corporate Division,Consumer Financial Services,Smart Savings Plan,,3597,3,GEOGRAPHY,Atlantic Growth Collective,Atlantic Ridge Mid Market
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Flexi Business Vault,,1569725127,4025,GEOGRAPHY,Horizon Core Group,Metro Capital Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Flexi Business Vault,,225204228,1128,GEOGRAPHY,Horizon Core Group,Highland Valley Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Flexi Business Vault,,402501945,1814,GEOGRAPHY,Horizon Core Group,Southern Crest Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Flexi Business Vault,,293460698,843,GEOGRAPHY,Horizon Core Group,Riverbend Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Flexi Business Vault,,328690881,1198,GEOGRAPHY,Horizon Core Group,Harmony Plains Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Flexi Business Vault,,1487267842,2521,GEOGRAPHY,Coastal Prime Group,Lakeside Central Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Flexi Business Vault,,620565937,1601,GEOGRAPHY,Coastal Prime Group,Northshore Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Flexi Business Vault,,1152252033,2997,GEOGRAPHY,Coastal Prime Group,Coastal Horizon Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Flexi Business Vault,,292620186,635,GEOGRAPHY,Coastal Prime Group,Gulfstream Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Flexi Business Vault,,692982673,1439,GEOGRAPHY,Coastal Prime Group,Bayfront Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Flexi Business Vault,,225042591,1187,GEOGRAPHY,Atlantic Growth Collective,Piedmont Central Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Flexi Business Vault,,304174354,1395,GEOGRAPHY,Atlantic Growth Collective,Commonwealth Central Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Flexi Business Vault,,1041782948,5064,GEOGRAPHY,Atlantic Growth Collective,Harborview Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Flexi Business Vault,,331045590,1432,GEOGRAPHY,Atlantic Growth Collective,Seaside Gateway Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Flexi Business Vault,,69322811,536,GEOGRAPHY,Atlantic Growth Collective,Palmetto Metro Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Flexi Business Vault,,244491538,1162,GEOGRAPHY,Atlantic Growth Collective,Blue Ridge Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Secure Growth Certificate,,76795123,147,GEOGRAPHY,Horizon Core Group,Metro Capital Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Secure Growth Certificate,,233459366,125,GEOGRAPHY,Horizon Core Group,Highland Valley Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Secure Growth Certificate,,148031671,92,GEOGRAPHY,Horizon Core Group,Southern Crest Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Secure Growth Certificate,,48130126,112,GEOGRAPHY,Horizon Core Group,Riverbend Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Secure Growth Certificate,,50049664,66,GEOGRAPHY,Horizon Core Group,Harmony Plains Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Secure Growth Certificate,,151467466,182,GEOGRAPHY,Coastal Prime Group,Lakeside Central Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Secure Growth Certificate,,57027043,109,GEOGRAPHY,Coastal Prime Group,Northshore Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Secure Growth Certificate,,192605033,143,GEOGRAPHY,Coastal Prime Group,Coastal Horizon Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Secure Growth Certificate,,84116257,38,GEOGRAPHY,Coastal Prime Group,Gulfstream Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Secure Growth Certificate,,167673765,98,GEOGRAPHY,Coastal Prime Group,Bayfront Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Secure Growth Certificate,,234606500,195,GEOGRAPHY,Atlantic Growth Collective,Piedmont Central Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Secure Growth Certificate,,16019096,35,GEOGRAPHY,Atlantic Growth Collective,Commonwealth Central Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Secure Growth Certificate,,147529729,291,GEOGRAPHY,Atlantic Growth Collective,Harborview Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Secure Growth Certificate,,135920995,117,GEOGRAPHY,Atlantic Growth Collective,Seaside Gateway Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Secure Growth Certificate,,29476469,84,GEOGRAPHY,Atlantic Growth Collective,Palmetto Metro Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Secure Growth Certificate,,47469915,126,GEOGRAPHY,Atlantic Growth Collective,Blue Ridge Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Everyday Access Account,,41087534,991,GEOGRAPHY,Horizon Core Group,Metro Capital Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Everyday Access Account,,30463769,395,GEOGRAPHY,Horizon Core Group,Highland Valley Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Everyday Access Account,,34234831,867,GEOGRAPHY,Horizon Core Group,Southern Crest Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Everyday Access Account,,14841763,368,GEOGRAPHY,Horizon Core Group,Riverbend Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Everyday Access Account,,12989388,490,GEOGRAPHY,Horizon Core Group,Harmony Plains Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Everyday Access Account,,36523174,733,GEOGRAPHY,Coastal Prime Group,Lakeside Central Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Everyday Access Account,,28096459,582,GEOGRAPHY,Coastal Prime Group,Northshore Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Everyday Access Account,,12538933,374,GEOGRAPHY,Coastal Prime Group,Coastal Horizon Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Everyday Access Account,,10190537,296,GEOGRAPHY,Coastal Prime Group,Gulfstream Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Everyday Access Account,,23491229,459,GEOGRAPHY,Coastal Prime Group,Bayfront Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Everyday Access Account,,15200602,459,GEOGRAPHY,Atlantic Growth Collective,Piedmont Central Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Everyday Access Account,,24537450,678,GEOGRAPHY,Atlantic Growth Collective,Commonwealth Central Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Everyday Access Account,,127207178,1020,GEOGRAPHY,Atlantic Growth Collective,Harborview Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Everyday Access Account,,23816336,619,GEOGRAPHY,Atlantic Growth Collective,Seaside Gateway Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Everyday Access Account,,17540216,603,GEOGRAPHY,Atlantic Growth Collective,Palmetto Metro Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Everyday Access Account,,33695182,798,GEOGRAPHY,Atlantic Growth Collective,Blue Ridge Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Premium Yield Account,,299956549,646,GEOGRAPHY,Horizon Core Group,Metro Capital Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Premium Yield Account,,151252439,187,GEOGRAPHY,Horizon Core Group,Highland Valley Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Premium Yield Account,,132070507,403,GEOGRAPHY,Horizon Core Group,Southern Crest Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Premium Yield Account,,40481956,142,GEOGRAPHY,Horizon Core Group,Riverbend Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Premium Yield Account,,71626549,209,GEOGRAPHY,Horizon Core Group,Harmony Plains Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Premium Yield Account,,172133945,354,GEOGRAPHY,Coastal Prime Group,Lakeside Central Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Premium Yield Account,,82065297,193,GEOGRAPHY,Coastal Prime Group,Northshore Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Premium Yield Account,,186074661,319,GEOGRAPHY,Coastal Prime Group,Coastal Horizon Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Premium Yield Account,,56319536,118,GEOGRAPHY,Coastal Prime Group,Gulfstream Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Premium Yield Account,,134310583,301,GEOGRAPHY,Coastal Prime Group,Bayfront Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Premium Yield Account,,287175098,368,GEOGRAPHY,Atlantic Growth Collective,Piedmont Central Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Premium Yield Account,,84639474,453,GEOGRAPHY,Atlantic Growth Collective,Commonwealth Central Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Premium Yield Account,,183034373,1283,GEOGRAPHY,Atlantic Growth Collective,Harborview Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Premium Yield Account,,70837737,247,GEOGRAPHY,Atlantic Growth Collective,Seaside Gateway Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Premium Yield Account,,50710420,185,GEOGRAPHY,Atlantic Growth Collective,Palmetto Metro Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Premium Yield Account,,72357182,456,GEOGRAPHY,Atlantic Growth Collective,Blue Ridge Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Advantage Interest Account,,377153770,508,GEOGRAPHY,Horizon Core Group,Metro Capital Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Advantage Interest Account,,53924784,40,GEOGRAPHY,Horizon Core Group,Highland Valley Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Advantage Interest Account,,19936116,110,GEOGRAPHY,Horizon Core Group,Southern Crest Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Advantage Interest Account,,44194857,65,GEOGRAPHY,Horizon Core Group,Riverbend Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Advantage Interest Account,,115186388,281,GEOGRAPHY,Horizon Core Group,Harmony Plains Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Advantage Interest Account,,118680458,2,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Advantage Interest Account,,51752316,42,GEOGRAPHY,Coastal Prime Group,Lakeside Central Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Advantage Interest Account,,34639457,206,GEOGRAPHY,Coastal Prime Group,Northshore Territory
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Advantage Interest Account,,28339326,70,GEOGRAPHY,Coastal Prime Group,Coastal Horizon Region
10-Jul-22,Prime Commercial Lending,Enterprise Growth Unit,Advantage Interest Account,,55974664,73,GEOGRAPHY,Coastal Prime Group,Gulfstream Territory
